málsnúmer;málsheiti;staða máls;heildartími;nefndir
703;þjóðlendur og ákvörðun marka eignarlanda, þjóðlendna og afrétta;Samþykkt sem lög frá Alþingi.;9:12:00;
704;veitingastaðir, gististaðir og skemmtanahald;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);1:45:00;
705;meðferð og sala eignarhluta ríkisins í fjármálafyrirtækjum;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);10:32:00;
706;byggingarkostnaður Hörpu, tónlistar- og ráðstefnuhúss;Fyrirspurninni var ekki svarað.;;
707;sameining framhaldsskóla;Fyrirspurninni var svarað skriflega.;;
708;verðskerðingargjald af hrossakjöti;Fyrirspurninni var svarað skriflega.;;
709;íþróttakennsla í framhaldsskólum;Fyrirspurninni var svarað munnlega.;;
710;gengislán Landsbanka Íslands Íslandsbanka og Arion banka;Fyrirspurninni var svarað skriflega.;;
711;þjónustusamningur við Samtökin ´78;Fyrirspurninni var svarað munnlega.;;
712;bifreiðahlunnindi ríkisstarfsmanna;Fyrirspurninni var svarað skriflega.;;
713;yfirfæranlegt tap við samruna Landsbankans og Sparisjóðs Vestmannaeyja;Fyrirspurninni var svarað skriflega.;;
714;endurgreiddur kostnaður vegna tannlækninga örorkulífeyrisþega;Fyrirspurninni var svarað skriflega.;;
715;öryggisbúnaður í bifreiðum fyrir fatlað fólk;Fyrirspurninni var svarað skriflega.;;
716;augasteinsaðgerðir;Fyrirspurninni var svarað skriflega.;;
717;ráðstafanir vegna riðuveiki í sauðfé;Fyrirspurninni var svarað skriflega.;;
718;kostnaðaráætlun með nefndarálitum;Fyrirspurninni var svarað skriflega.;;
719;sérstakt framlag til húsaleigubóta;Fyrirspurninni var svarað munnlega.;;
720;greiningar á börnum með ADHD og skyldar raskanir;Fyrirspurninni var svarað skriflega.;;
721;mannréttindamiðuð fjárlagagerð;Fyrirspurninni var svarað skriflega.;;
722;kaup á jáeindaskanna;Fyrirspurninni var svarað skriflega.;;
723;vistvæn ökutæki;Fyrirspurninni var svarað skriflega.;;
724;lífeyrisréttindi íslenskra ríkisborgara erlendis;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
725;samningur um baráttu gegn mútugreiðslum til erlendra opinberra starfsmanna í alþjóðlegum viðskiptum;Fyrirspurninni var svarað skriflega.;;
726;starf nefndar um málefni hinsegin fólks;Fyrirspurninni var svarað skriflega.;;
727;óundirbúinn fyrirspurnatími;;;
728;fólksfækkun og byggðakvóti;;;
729;ívilnanir vegna nýfjárfestinga;;;
730;framtíðarsamskipti Íslands og Evrópusambandsins;;;
731;húsnæðismarkaður og afnám verðtryggingar;;;
732;innheimta útboðsgjalds vegna tollkvóta;;;
733;skerðing framfærslulána til námsmanna erlendis;Fyrirspurninni var svarað skriflega.;;
734;Framkvæmdasjóður ferðamannastaða;Fyrirspurninni var svarað skriflega.;;
735;óundirbúinn fyrirspurnatími;;;
736;ívilnunarsamningur við Matorku;;;
737;breytingar á lögum um Seðlabankann;;;
738;Hagavatnsvirkjun;;;
739;frumvarp um sölu áfengis í matvöruverslunum;;;
740;olíuleit á Drekasvæðinu;;;
741;málefni Aflsins á Akureyri;;;
742;innleiðing tilskipunar um endurnot opinberra upplýsinga;Fyrirspurninni var svarað skriflega.;;
743;takmörkun á launagreiðslum ljósmæðra;Fyrirspurninni var svarað skriflega.;;
744;þjónusta við framhaldsskólanema sem þurfa mikla persónulega aðstoð á skólatíma;Fyrirspurninni var svarað skriflega.;;
745;fatlaðir nemendur í framhaldsskólum;Fyrirspurninni var svarað skriflega.;;
746;bifreiðakaup fyrir ráðherra;Fyrirspurninni var svarað skriflega.;;
747;samkeppni á smásölumarkaði;;;
748;myndatökur af lögreglu;Fyrirspurninni var svarað skriflega.;;
749;skerðing á bótum almannatrygginga;Fyrirspurninni var svarað skriflega.;;
750;mat á umfangi og nýtingarmöguleikum sjávarorku;;;
751;náttúruvernd;Samþykkt sem lög frá Alþingi.;;
752;aðgangur að skjölum skv. 29. gr. laga um opinber skjalasöfn;Fyrirspurninni var svarað skriflega.;;
753;greiðsluþátttaka sjúkratrygginga vegna heyrnartækja;Fyrirspurninni var svarað skriflega.;;
754;greiðsluþátttaka sjúkratrygginga vegna tannígræðslu;Fyrirspurninni var svarað skriflega.;;
755;greiðsluþátttaka sjúkratrygginga vegna tannlæknakostnaðar örorku- og ellilífeyrisþega;Fyrirspurninni var svarað skriflega.;;
756;afgreiðsla mála hjá úrskurðarnefnd um upplýsingamál;Fyrirspurninni var svarað skriflega.;;
757;tónlistarnám;Fyrirspurninni var svarað skriflega.;;
758;utanlandsferðir;Fyrirspurninni var svarað skriflega.;;
759;utanlandsferðir;Fyrirspurninni var svarað skriflega.;;
760;óundirbúinn fyrirspurnatími;;;
761;staða svæða í verndarflokki;;;
762;efling samtakamáttar þjóðarinnar;;;
763;meðferð gagna um skattaskjól;;;
764;námslánaskuldir;;;
765;viðræður við Kína um mannréttindamál;;;
766;utanlandsferðir;Fyrirspurninni var svarað skriflega.;;
767;utanlandsferðir;Fyrirspurninni var svarað skriflega.;;
768;siðareglur fyrir alþingismenn;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
769;lokun Evrópustofu;Fyrirspurninni var svarað skriflega.;;
770;fjögurra ára samgönguáætlun 2015--2018;Ekki útrætt á 144. þingi. (Var í nefnd eftir fyrri umræðu.);8:11:00;
771;afplánun í fangelsi;Fyrirspurninni var svarað skriflega.;;
772;óundirbúinn fyrirspurnatími;;;
773;fjölgun líffæragjafa frá látnum einstaklingum á Íslandi;;;
774;nýtingaráætlanir veiðifélaga;Fyrirspurninni var svarað skriflega.;;
775;áætlun um meðferð og ráðstöfun aflamagns sem dregið er frá heildarafla;Samþykkt sem ályktun Alþingis.;4:50:00;
776;aðkoma foreldra eða forráðamanna að ráðningu barna og unglinga í vinnu;Fyrirspurninni var svarað skriflega.;;
777;för ráðherra til Kína;;;
778;verndun Torfajökulssvæðis og fleiri svæða;;;
779;samráð um frumvörp um húsnæðismál;;;
780;leiðrétting kjara eldri borgara;;;
781;ný heildarlög um LÍN;;;
782;ráðstöfun lands og landsréttinda innan þjóðlendna og tekna af gjöldum fyrir slík réttindi;;;
783;áætlun um alþjóðlega þróunarsamvinnu Íslands 2016--2019;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
784;móttökustöð fyrir hælisleitendur;Fyrirspurninni var svarað skriflega.;;
785;gjaldeyrismál;Samþykkt sem lög frá Alþingi.;;
786;stöðugleikaskattur;Samþykkt sem lög frá Alþingi.;2:10:00;
787;fjármálafyrirtæki;Samþykkt sem lög frá Alþingi.;1 day, 9:46:00;
788;húsnæðisbætur;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);1:25:00;
789;náttúruverndaráætlun 2014--2018;Fyrirspurninni var svarað skriflega.;;
790;friðlýsing og friðun samkvæmt náttúruverndaráætlun og rammaáætlun;Fyrirspurninni var svarað skriflega.;;
791;efling tónlistarnáms;Samþykkt sem lög frá Alþingi.;;
792;yfirfæranlegt tap við samruna Arion banka og AFLs sparisjóðs;Fyrirspurninni var svarað skriflega.;;
793;net- og upplýsingaöryggi;;;
794;stefna í loftslagsmálum;Fyrirspurninni var svarað skriflega.;;
795;kynbundinn launamunur á meðal starfsmanna ríkisins og fyrirtækja í opinberri eigu;Fyrirspurninni var svarað skriflega.;;
796;veiting ríkisborgararéttar;Samþykkt sem lög frá Alþingi.;;
797;málefni Íslandspósts;;;
798;kjaramál félagsmanna tiltekinna stéttarfélaga BHM og Félags íslenskra hjúkrunarfræðinga;Samþykkt sem lög frá Alþingi.;3:55:00;
799;skýrsla umboðsmanns Alþingis fyrir árið 2013;;;
800;óundirbúinn fyrirspurnatími;;0:15:00;
801;heimildir lögreglu til símhlerana;;;
802;nauðungarsölur án uppboðsheimildar;Fyrirspurninni var ekki svarað.;;
803;framlag ríkisstjórnarinnar í kjaraviðræður;;;
804;staðan á vinnumarkaði;;;
805;leyniskýrslur fyrir kröfuhafa;;;
806;afnám hafta og staða heimilanna;;;
807;uppgjör þrotabúa föllnu bankanna;;;
808;staðsetning Landspítala;Fyrirspurninni var svarað skriflega.;;
809;lækkun höfuðstóls verðtryggðra húsnæðislána;;;
810;Evrópustefna ríkisstjórnarinnar;Fyrirspurninni var svarað skriflega.;;
811;þjónusta presta og mismunun á grundvelli kynhneigðar;Fyrirspurninni var ekki svarað.;;
812;endurgreiðslukröfur Fæðingarorlofssjóðs;Fyrirspurninni var ekki svarað.;;
813;framtíðarskipan fæðingarorlofsmála;Fyrirspurninni var svarað skriflega.;;
814;stjórn fiskveiða;Samþykkt sem lög frá Alþingi.;;
815;óundirbúinn fyrirspurnatími;;;
816;vopnakaup lögreglunnar;;;
817;aðkoma stjórnvalda að kjaradeilum;;;
818;staða kjaramála;;;
819;réttur samkynhneigðra karla til að gefa blóð;;;
820;verkföll í heilbrigðiskerfinu;;;
821;loftför;Fyrirspurninni var svarað skriflega.;;
822;niðurfærsla verðtryggðra fasteignaveðlána;;;
833;óundirbúinn fyrirspurnatími;;;
834;skimun fyrir krabbameini;;;
835;hugmyndir um stöðugleikaskatt;;;
836;afnám verðtryggingar og fleiri stjórnaraðgerðir;;;
837;framhald uppbyggingar Landspítalans;;;
838;aðkoma ríkisstjórnar að kjarasamningum;;;
839;ummæli ráðherra um afnám verðtryggingar;;;
851;óundirbúinn fyrirspurnatími;;;
852;kjarasamningar og verkfallsréttur;;;
853;siðareglur ráðherra og túlkun þeirra;;;
854;úttekt á erlendum áhrifaþáttum bankahrunsins;;;
855;siðareglur fyrir stjórnsýsluna;;;
856;afnám verðtryggingar;;;
866;óundirbúinn fyrirspurnatími;;;
872;fjarskiptamál;;;
873;sjávarútvegsmál;;;
874;makrílfrumvarpið og auðlindaákvæði;;;
875;lagning sæstrengs til Evrópu;;;
876;úthlutun makríls;;;
877;stytting náms til stúdentsprófs;;;
883;óundirbúinn fyrirspurnatími;;;
884;staðan á vinnumarkaði;;;
885;staðan í kjaradeilum;;;
886;notkun úreltra lyfja;;;
887;úthlutun makríls;;;
888;aðgangur landsmanna að háhraðatengingu;;;
889;þjóðaratkvæðagreiðsla um makrílfrumvarpið;;;
900;óundirbúinn fyrirspurnatími;;;
907;aðkoma ríkisins að lausn vinnudeilna;;;
908;staðan á vinnumarkaði og samráð;;;
909;kjaradeilur og breyting á skattkerfi;;;
910;langtímastefnumótun um sátt á vinnumarkaði;;;
911;náttúrupassi;;;
931;óundirbúinn fyrirspurnatími;;;
935;breytingar á skattkerfinu;;;
936;breytingartillaga við rammaáætlun;;;
937;samráð um þingstörfin;;;
938;rammaáætlun;;;
939;stuðningskerfi til að auðvelda för hreyfihamlaðs fólks;;;
945;óundirbúinn fyrirspurnatími;;;
946;rammaáætlun og gerð kjarasamninga;;;
947;fjölgun virkjunarkosta og kjarasamningar;;;
948;stjórnarfrumvörp væntanleg fyrir þinglok;;;
949;forgangsmál ríkisstjórnarinnar;;;
950;frumvörp um húsnæðismál;;;
961;húsnæðismál;;;
975;óundirbúinn fyrirspurnatími;;;
976;markaðslausnir í sjávarútvegi;;;
977;kjarasamningar og misskipting eigna í samfélaginu;;;
978;kjaraviðræður og virkjunarmál;;;
979;sameining framhaldsskóla;;;
980;breytingar á framhaldsskólakerfinu;;;
981;aðkoma ríkisins að kjarasamningum;;;
997;fyrirkomulag náms til stúdentsprófs;;;
1008;óundirbúinn fyrirspurnatími;;;
1010;ástand á vinnumarkaði og orð forsætisráðherra í fjölmiðlum;;;
1011;kostnaður við nýtt húsnæðisbótakerfi;;;
1012;Hvammsvirkjun;;;
1013;yfirvofandi verkfall í ferðaþjónustu;;;
1014;frumvörp um húsnæðismál og ríkisfjármálaáætlun;;;
1040;óundirbúinn fyrirspurnatími;;;
1041;óundirbúinn fyrirspurnatími;;;
1042;skattbreytingar og ávinningur launþega;;;
1043;frumvarp um afnám gjaldeyrishafta;;;
1044;túlkasjóður;;;
1045;afskipti ráðuneytis af skipan stjórnarformanns fjármálafyrirtækis;;;
1046;fjárframlög til túlkasjóðs;;;
1054;aðgerðir í þágu bótaþega;;;
1055;verkföll í heilbrigðiskerfinu;;;
1056;stefna í efnahagsmálum;;;
1057;framlag Íslands á Feneyjatvíæringnum;;;
1058;fjármögnun aðgerða vegna kjarasamninga og skýrsla um skuldaleiðréttingu;;;
1088;óundirbúinn fyrirspurnatími;;;
1089;verkföll í heilbrigðiskerfinu;;;
1090;staða láglaunahópa;;;
1091;framhald þingstarfa;;;
1092;staðan á vinnumarkaði;;;
1093;sameining Iðnskólans í Hafnarfirði og Tækniskólans;;;
1119;óundirbúinn fyrirspurnatími;;;
1135;tillögur um afnám gjaldeyrishafta;;;
1136;nýting tekna af stöðugleikaskatti;;;
1137;aðhald í efnahagsaðgerðum;;;
1138;frumvarp um húsnæðisbætur;;;
1139;áætluð hækkun bóta og launa í ríkisfjármálaáætlun;;;
1162;óundirbúinn fyrirspurnatími;;;
1163;breytingar á stjórnarskrá;;;
1164;sala banka til erlendra aðila;;;
1165;vistvænar bifreiðar og fordæmi ríkisins;;;
1166;endurskoðun laga nr. 9/2014;;;
1196;óundirbúinn fyrirspurnatími;;;
1197;lög á kjaradeilur;;;
1198;staða heilbrigðiskerfisins;;;
1199;samkeppni um menntað vinnuafl;;;
1200;lausn deilna í heilbrigðiskerfinu;;;
1201;uppsagnir í heilbrigðiskerfinu;;;
1228;óundirbúinn fyrirspurnatími;;;
1229;kjarasamningar heilbrigðisstétta;;;
1230;kynbundinn launamunur;;;
1231;háskólamenntun og laun;;;
1232;leynilegt eftirlit með almenningi;;;
1233;auðlindaákvæði í stjórnarskrána;;;
1250;óundirbúinn fyrirspurnatími;;;
1255;loftslagsbreytingar;;;
1256;makrílfrumvarpið;;;
1257;staða sparisjóðanna;;;
1258;nálgunarbann;;;
1259;fyrningarfrestur í gjaldþrotaskiptum;;;
1261;óundirbúinn fyrirspurnatími;;;
1267;forsendur stöðugleikaskatts;;;
1268;ummæli ráðherra um hótanir kröfuhafa;;;
1269;vistvæn vottun matvæla;;;
1270;staðan í heilbrigðiskerfinu;;;
1271;staðan í landbúnaði eftir verkfall dýralækna;;;
1295;óundirbúinn fyrirspurnatími;;;
1296;réttur til að kalla eftir þjóðaratkvæðagreiðslu;;;
1297;samgönguáætlun;;;
1298;framtíð Reykjavíkurflugvallar;;;
1299;þjóðaratkvæðagreiðslur;;;
